Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source,Column1,Column2,Column3,,,,,,,,,,,,,,,,,,
DOH000000000009083,9083,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MABALBALINO BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,CENTRO,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,MABALBALINO,DMO (DOH Rep),11/11/2014,15532045,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9222213984,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,ULANDAY,LORNA,AGAPITO,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9153176,120.2591821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009340,9340,,,,,,,,,,,,,,,,,,,,,,MABINI BARANGAY HEALTH STATION,Unknown,01/01/2010,,,,,,,,,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010,,,,,,,,,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,MABINI (POB.),Unknown,01/01/2010,15532046,2420,DOH/KMITS,11/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9274176,120.3490821,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009200,9200,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MAGTAKING BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,MAGTAKING,DMO (DOH Rep),11/11/2014,15532047,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9212420031,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,FLORES,NELIA,DE VERA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.914439,120.361142,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008945,8945,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MALACANANG BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,MALACAÑANG,DMO (DOH Rep),11/11/2014,15532048,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9266506501,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,URSUA,VIOLETA,MACARAEG,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9180176,120.3347821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009135,9135,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MALIWARA BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,MALIWARA,Unknown,01/01/2010,15532050,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.8984176,120.3128821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008868,8868,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MAMARLAO BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,MAMARLAO,Unknown,01/01/2010,15532051,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.92912,120.322873,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000023590,23590,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MANZON BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,MANZON,Unknown,01/01/2010,15532052,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,,DE GUZMAN,JENNIFER,M.,Unknown,01/01/2010,Rural Health Midwife,Unknown,01/01/2010,15.946313,120.34553,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000038752,38752,,,,,,,,,,,,,,DMO (DOH Rep),19/05/2020,,DMO (DOH Rep),19/05/2020,,,,MANZON MATERNAL CARE CO.,Regional Office,23/07/2020,,,,,,,,,,Birthing Home,Regional Office,23/07/2020,Private,Regional Office,23/07/2020,,,,,,,,,,,,,REGION I (ILOCOS REGION),Regional Office,23/07/2020,10000000,PANGASINAN,Regional Office,23/07/2020,15500000,SAN CARLOS CITY,Regional Office,23/07/2020,15532000,MANZON,Regional Office,23/07/2020,15532052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.948856,120.346912,DOH/KMITS (Google Map),10/13/2020,Medium,DOH/KMITS,Active,Regional Office,23/07/2020,Not Applicable,Regional Office,23/07/2020,,,,Approved,,With License,Regional Office,23/07/2020,3,Regional Office,23/07/2020,MOBILE REQUEST,,,,,,,,,,,,,,,,,,,,,
DOH000000000009254,9254,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MATAGDEM BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,MATAGDEM,DMO (DOH Rep),11/11/2014,15532053,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9083725186,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,TAMONDONG,GLORIA,FLORES,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9531176,120.3547821,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008943,8943,, ,,, ,,, ,,, ,, ,,, ,,, ,,,NAGUILYAN BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,NAGUILAYAN,Unknown,01/01/2010,15532055,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.959712,120.337873,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009263,9263,, ,,, ,,, ,,, ,, ,,, ,,, ,,,NELINTAP BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,NILENTAP,Unknown,01/01/2010,15532056,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.954431,120.367156,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000032264,32264,,,,,,,,,,,,,,,,,,,01-049-16-02-BH-2,Regional Office,15/07/2016,NIDA'S LYING-IN CLINIC,Regional Office,15/07/2016,,,,,,,,,,Birthing Home,Regional Office,15/07/2016,Private,Regional Office,15/07/2016,,,,,,,,,,,,,REGION I (ILOCOS REGION),Regional Office,15/07/2016,10000000,PANGASINAN,Regional Office,15/07/2016,15500000,SAN CARLOS CITY,Regional Office,15/07/2016,15532000,TANDOC,Regional Office,15/07/2016,15532085,,,,,,,,,,,,,,,,,,,,,,,,,,,,DELA CRUZ,NIDA,,Regional Office,15/07/2016,Other,Regional Office,15/07/2016,15.9579176,120.3291821,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,Regional Office,15/07/2016,,,,,,,Approved,,With License,Regional Office,15/07/2016,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009308,9308,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PADILLA BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,PADILLA-GOMEZ,DMO (DOH Rep),11/11/2014,15532057,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9267507774,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,PERALTA,MARITES,LINCOD,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.918096,120.347185,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008887,8887,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PAGAL BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,PAGAL,DMO (DOH Rep),11/11/2014,15532058,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9322827300,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,CANCINO,JOBELLE,SALAZAR,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.950137,120.332032,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000034004,34004,,,,,,,,,,,,,,,,,,,,,,PAITAN-PANOYPOY BARANGAY HEALTH STATION,DMO (DOH Rep),06/10/2017,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),06/10/2017,Government,DMO (DOH Rep),06/10/2017,Local Government Unit,DMO (DOH Rep),06/10/2017,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),06/10/2017,10000000,PANGASINAN,DMO (DOH Rep),06/10/2017,15500000,SAN CARLOS CITY,DMO (DOH Rep),06/10/2017,15532000,PAITAN-PANOYPOY,DMO (DOH Rep),06/10/2017,15532066,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLORES,NELIA,DE VERA,DMO (DOH Rep),06/10/2017,Rural Health Midwife,DMO (DOH Rep),06/10/2017,15.910805,120.353255,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/10/2017,Not Applicable,DMO (DOH Rep),06/10/2017,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000023623,23623,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PALAMING BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,PALAMING,Unknown,01/01/2010,15532060,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.948957,120.319482,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009314,9314,,,,,,,,,,,,,,,,,,,,,,PALARIS BARANGAY HEALTH STATION,Unknown,01/01/2010,,,,,,,,,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010,,,,,,,,,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,PALARIS (POB.),Unknown,01/01/2010,15532061,2420,DOH/KMITS,11/11/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9253176,120.3449821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009226,9226,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PALOSPOS BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,PALOSPOS,Unknown,01/01/2010,15532062,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.866886,120.361726,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008876,8876,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PANGALANGAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,PANGALANGAN,DMO (DOH Rep),11/11/2014,15532063,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9202926881,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,MALICDEN,VIRGINIA,BAUTISTA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.952746,120.319427,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000006871,6871,,,,,,,,,,,,,,,,,,,,,,PANGASINAN DOCTORS HOSPITAL,DMO (DOH Rep),30/12/2016,,,,,,,,,,Hospital,DMO (DOH Rep),30/12/2016,Private,DMO (DOH Rep),30/12/2016,,,,,,,307 RIZAL AVENUE,DMO (DOH Rep),30/12/2016,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),30/12/2016,10000000,PANGASINAN,DMO (DOH Rep),30/12/2016,15500000,SAN CARLOS CITY,DMO (DOH Rep),30/12/2016,15532000,RIZAL (POB.),DMO (DOH Rep),30/12/2016,15532075,2420,DOH/KMITS,30/12/2016,+63 756325870,DMO (DOH Rep),30/12/2016,,,,,,,,,,,,,,,,,,,,,,IDICA,MARINO,C.,DMO (DOH Rep),30/12/2016,Chief of Hospital,DMO (DOH Rep),30/12/2016,15.9403176,120.3449821,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),30/12/2016,Not Applicable,DMO (DOH Rep),30/12/2016,,,,Approved,Level 2,With License,DMO (DOH Rep),30/12/2016,37,DMO (DOH Rep),30/12/2016,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000001917,1917,,,,,,,,,,,,,,,,,,,,,,PANGASINAN PROVINCIAL HOSPITAL,Regional Office,31/12/2019,,,,,,,,,,Hospital,Regional Office,31/12/2019,Government,Regional Office,31/12/2019,Local Government Unit,Regional Office,31/12/2019,,,,,,,,,,REGION I (ILOCOS REGION),Regional Office,31/12/2019,10000000,PANGASINAN,Regional Office,31/12/2019,15500000,SAN CARLOS CITY,Regional Office,31/12/2019,15532000,BOLINGIT,Regional Office,31/12/2019,15532018,2420,Regional Office,31/12/2019,+63 755322603,Regional Office,31/12/2019,,,,,,,,,,,,,,,,,,,,,,MANUEL,POLICARPIO,R.,Regional Office,31/12/2019,Chief of Hospital,Regional Office,31/12/2019,15.954651,120.349429,NAMRIA (GPS),22/05/2018,High,DOH/KMITS,Active,Regional Office,31/12/2019,Not Applicable,Regional Office,31/12/2019,,,,Approved,Level 2,With License,Regional Office,31/12/2019,150,Regional Office,31/12/2019,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009118,9118,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PANGOLOAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,SAN CARLOS CITY,DMO (DOH Rep),11/11/2014,15532000,PANGOLOAN,DMO (DOH Rep),11/11/2014,15532064,2420,DOH/KMITS,11/11/2014, , ,, , ,,+63 9208671046,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,BANDONG,IMELDA,CASTRO,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9265176,120.3161821,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000008877,8877,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PANGPANG BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,PANGPANG,Unknown,01/01/2010,15532065,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.938969,120.310861,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000034008,34008,,,,,,,,,,,,,,,,,,,,,,PARAYAO BARANGAY HEALTH STATION,DMO (DOH Rep),06/10/2017,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),06/10/2017,Government,DMO (DOH Rep),06/10/2017,Local Government Unit,DMO (DOH Rep),06/10/2017,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),06/10/2017,10000000,PANGASINAN,DMO (DOH Rep),06/10/2017,15500000,SAN CARLOS CITY,DMO (DOH Rep),06/10/2017,15532000,PARAYAO,DMO (DOH Rep),06/10/2017,15532067,,,,,,,,,,,,,,,,,,,,,,,,,,,,DELOS SANTOS,GLORIA,MALICDEM,DMO (DOH Rep),06/10/2017,Rural Health Midwife,DMO (DOH Rep),06/10/2017,15.965682,120.317061,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/10/2017,Not Applicable,DMO (DOH Rep),06/10/2017,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000009175,9175,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PAYAPA BARANGAY HEALTH STATION,Unknown,01/01/2010, , ,, , ,, , ,,Barangay Health Station,Unknown,01/01/2010,Government,Unknown,01/01/2010,Local Government Unit,Unknown,01/01/2010, , ,, , ,, , ,,REGION I (ILOCOS REGION),Unknown,01/01/2010,10000000,PANGASINAN,Unknown,01/01/2010,15500000,SAN CARLOS CITY,Unknown,01/01/2010,15532000,PAYAPA,Unknown,01/01/2010,15532069,2420,DOH/KMITS,11/11/2014, , ,, , ,, , ,,,,, , ,, , ,, , ,, , ,, , , , ,, , ,,15.910104,120.381502,NAMRIA (GPS),21/05/2018,High,DOH/KMITS,Active,Unknown,01/01/2010,Not Applicable,DMO (DOH Rep),01/01/2010, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
